,source,target,value,year
2097,12,21,0.18,2017
2098,12,19,10.94,2017
2099,12,22,0.36,2017
2100,12,20,4.37,2017
2101,12,24,,2017
2102,12,25,7.42,2017
2103,12,27,0.0,2017
2104,12,28,8.2,2017
2105,12,26,0.0,2017
2106,12,23,0.0,2017
2107,12,29,0.37,2018
2108,12,21,0.17,2018
2109,12,19,10.97,2018
2110,12,22,0.46,2018
2111,12,20,4.39,2018
2112,12,24,,2018
2113,12,25,7.13,2018
2114,12,27,0.0,2018
2115,12,28,8.24,2018
2116,12,26,0.0,2018
2117,12,23,0.0,2018
2118,12,29,0.35,2019
2119,12,21,0.18,2019
2120,12,19,10.71,2019
2121,12,22,0.48,2019
2122,12,20,4.33,2019
2123,12,24,,2019
2124,12,25,7.05,2019
2125,12,27,0.0,2019
2126,12,28,8.21,2019
2127,12,26,0.0,2019
2128,12,23,0.0,2019
2129,12,29,0.29,2020
2130,12,21,0.17,2020
2131,12,19,10.57,2020
2132,12,22,0.47,2020
2133,12,20,4.08,2020
2134,12,24,,2020
2135,12,25,6.51,2020
2136,12,27,0.0,2020
2137,12,28,8.83,2020
2138,12,26,0.0,2020
2139,12,23,0.09,2020
2140,11,29,0.32,2021
2141,11,21,0.16,2021
2142,11,19,10.97,2021
2143,11,22,0.46,2021
2144,11,20,4.69,2021
2145,11,24,,2021
2146,11,25,6.63,2021
2147,11,27,0.0,2021
2148,11,28,8.83,2021
2149,11,26,0.0,2021
2150,11,23,0.09,2021
2151,11,29,0.33,2022
2152,11,21,0.17,2022
2153,11,19,10.51,2022
2154,11,22,0.39,2022
2155,11,20,4.41,2022
2156,11,24,,2022
2157,11,25,6.0,2022
2158,11,27,0.0,2022
2159,11,28,9.17,2022
2160,11,26,0.0,2022
2161,11,23,0.09,2022
2162,10,29,0.3,2023
2163,10,21,0.17,2023
2164,10,19,10.35,2023
2165,10,22,0.31,2023
2166,10,20,4.6,2023
2167,10,24,,2023
2168,10,25,6.0,2023
2169,10,27,0.0,2023
2170,10,28,9.37,2023
2171,10,26,0.0,2023
2172,10,23,0.09,2023
2173,9,29,6.06,2014
2174,9,21,2.67,2014
2175,9,19,11.04,2014
2176,9,22,18.32,2014
2177,9,20,8.93,2014
2178,9,24,,2014
2179,9,25,9.64,2014
2180,9,27,0.02,2014
2181,9,28,1.2,2014
2182,9,26,0.0,2014
2183,9,23,0.0,2014
2184,9,29,3.7,2015
2185,9,21,2.17,2015
2186,9,19,10.23,2015
2187,9,22,13.8,2015
2188,9,20,7.53,2015
2189,9,24,,2015
2190,9,25,8.73,2015
2191,9,27,0.05,2015
2192,9,28,1.28,2015
2193,9,26,0.0,2015
2194,9,23,0.0,2015
2195,9,29,3.48,2016
2196,9,21,2.28,2016
2197,9,19,10.1,2016
2198,9,22,13.9,2016
2199,9,20,8.34,2016
2200,9,24,,2016
2201,9,25,8.95,2016
2202,9,27,0.06,2016
2203,9,28,1.72,2016
2204,9,26,0.0,2016
2205,9,23,0.0,2016
2206,9,29,2.87,2017
2207,9,21,1.76,2017
2208,9,19,10.09,2017
2209,9,22,13.8,2017
2210,9,20,7.84,2017
2211,9,24,,2017
2212,9,25,9.03,2017
2213,9,27,0.12,2017
2214,9,28,1.83,2017
2215,9,26,0.0,2017
2216,9,23,0.0,2017
2217,9,29,3.97,2018
2218,9,21,1.8,2018
2219,9,19,10.2,2018
2220,9,22,13.72,2018
2221,9,20,7.52,2018
2222,9,24,,2018
2223,9,25,9.15,2018
2224,9,27,0.11,2018
2225,9,28,1.95,2018
2226,9,26,0.0,2018
2227,9,23,0.0,2018
2228,9,29,3.89,2019
2229,9,21,1.78,2019
2230,9,19,10.03,2019
2231,9,22,12.02,2019
2232,9,20,7.18,2019
2233,9,24,,2019
2234,9,25,9.76,2019
2235,9,27,0.14,2019
2236,9,28,2.09,2019
2237,9,26,0.0,2019
2238,9,23,0.0,2019
2239,9,29,3.7,2020
2240,9,21,1.71,2020
2241,9,19,9.76,2020
2242,9,22,11.01,2020
2243,9,20,7.18,2020
2244,9,24,,2020
2245,9,25,8.61,2020
2246,9,27,0.04,2020
2247,9,28,2.08,2020
2248,9,26,0.0,2020
2249,9,23,0.1,2020
